Customer_ID,Age,Gender,State,Education_Level,Annual_Income,Credit_Limit,Avg_Monthly_Spend,Num_Late_Payments,Credit_Utilization_Rate,Employment_Type,Credit_Score
USCUST102164,46,Male,New York,Associate Degree,59195,9339,1304,0,1.68,Full-Time,300
USCUST102165,66,Female,Michigan,Associate Degree,66292,13974,1744,1,1.5,Retired,317
USCUST102166,70,Female,New York,Bachelor’s Degree,86199,19805,1697,0,1.03,Retired,507
USCUST102167,35,Male,Texas,High School,41343,6248,716,1,1.38,Part-Time,328
USCUST102168,54,Male,North Carolina,High School,67484,13128,1436,1,1.31,Full-Time,373
USCUST102169,62,Male,California,High School,72575,17169,1021,5,0.71,Full-Time,438
USCUST102170,64,Male,New York,Associate Degree,78676,19253,1567,3,0.98,Full-Time,425
USCUST102171,69,Male,Florida,Associate Degree,77674,21382,1999,1,1.12,Retired,441
USCUST102172,60,Female,Pennsylvania,Master’s Degree,71704,17189,1755,1,1.23,Full-Time,404
USCUST102173,31,Female,New York,Associate Degree,38716,10159,783,1,0.92,Part-Time,461
USCUST102174,23,Female,Illinois,High School,27947,6402,775,2,1.45,Part-Time,300
USCUST102175,26,Female,Texas,Master’s Degree,32188,8114,926,0,1.37,Part-Time,351
USCUST102176,29,Male,Illinois,Master’s Degree,32109,8751,757,2,1.04,Part-Time,390
USCUST102177,26,Female,Florida,Bachelor’s Degree,29664,9600,436,1,0.55,Part-Time,566
USCUST102178,29,Female,North Carolina,Associate Degree,33137,7431,430,2,0.69,Part-Time,494
USCUST102179,59,Female,Florida,Master’s Degree,69168,17790,1839,1,1.24,Full-Time,397
USCUST102180,51,Male,Florida,High School,68128,19992,1488,1,0.89,Full-Time,500
USCUST102181,52,Male,Pennsylvania,Master’s Degree,60558,10780,1674,2,1.86,Full-Time,300
USCUST102182,61,Male,California,Master’s Degree,66224,23171,1010,0,0.52,Full-Time,639
USCUST102183,70,Male,Texas,Bachelor’s Degree,87791,27123,1770,2,0.78,Retired,522
USCUST102184,32,Female,Georgia,Associate Degree,42709,7022,1072,2,1.83,Part-Time,300
USCUST102185,28,Female,New York,High School,30068,8075,534,3,0.79,Part-Time,431
USCUST102186,28,Female,Ohio,Doctorate,39123,8676,980,2,1.36,Part-Time,302
USCUST102187,70,Female,California,Master’s Degree,86906,19999,1766,1,1.06,Retired,469
USCUST102188,48,Female,Georgia,Associate Degree,62562,16736,1310,2,0.94,Full-Time,450
USCUST102189,40,Female,Michigan,High School,53868,16296,856,1,0.63,Full-Time,564
USCUST102190,67,Female,New York,Bachelor’s Degree,86916,19704,1901,2,1.16,Retired,409
USCUST102191,27,Female,Illinois,Doctorate,32101,7299,962,2,1.58,Part-Time,300
USCUST102192,31,Male,Florida,Bachelor’s Degree,40974,11005,919,5,1.0,Part-Time,320
USCUST102193,40,Female,North Carolina,High School,49018,13656,859,5,0.75,Full-Time,402
USCUST102194,36,Female,California,Associate Degree,47125,9408,1255,1,1.6,Full-Time,300
USCUST102195,24,Male,Pennsylvania,High School,31679,10649,559,2,0.63,Part-Time,512
USCUST102196,26,Female,Pennsylvania,Master’s Degree,28363,6178,794,1,1.54,Part-Time,300
USCUST102197,42,Female,Florida,Associate Degree,53736,16025,834,0,0.62,Full-Time,596
USCUST102198,46,Male,Texas,Bachelor’s Degree,54363,14818,1194,2,0.97,Full-Time,434
USCUST102199,23,Male,Texas,High School,27917,7825,759,1,1.16,Part-Time,378
USCUST102200,61,Female,Georgia,High School,73975,16185,1273,0,0.94,Full-Time,520
USCUST102201,62,Male,California,Bachelor’s Degree,74939,12275,1587,1,1.55,Full-Time,309
USCUST102202,34,Male,Illinois,Master’s Degree,45979,11445,1179,3,1.24,Full-Time,315
USCUST102203,31,Male,New York,High School,32964,8212,376,4,0.55,Part-Time,478
USCUST102204,38,Male,New York,Associate Degree,39055,7892,964,1,1.47,Part-Time,300
USCUST102205,74,Female,Illinois,Bachelor’s Degree,74493,22042,1524,2,0.83,Retired,495
USCUST102206,32,Male,North Carolina,Master’s Degree,41821,10347,1122,0,1.3,Part-Time,381
USCUST102207,43,Male,Pennsylvania,Bachelor’s Degree,48274,10115,839,2,1.0,Full-Time,419
USCUST102208,32,Female,Georgia,High School,38822,10841,584,2,0.65,Part-Time,514
USCUST102209,33,Male,Pennsylvania,Bachelor’s Degree,39221,11004,728,4,0.79,Part-Time,411
USCUST102210,45,Male,Ohio,Master’s Degree,50011,10711,924,1,1.04,Full-Time,439
USCUST102211,65,Male,Florida,Master’s Degree,83534,26035,1668,2,0.77,Full-Time,522
USCUST102212,71,Female,North Carolina,Bachelor’s Degree,84295,30528,1591,1,0.63,Retired,596
USCUST102213,39,Male,Illinois,Doctorate,45872,8967,571,0,0.76,Full-Time,546
USCUST102214,66,Male,Illinois,High School,80736,19442,1650,2,1.02,Retired,445
USCUST102215,56,Male,Illinois,Bachelor’s Degree,71236,19009,1552,2,0.98,Full-Time,447
USCUST102216,65,Male,New York,Master’s Degree,71766,26123,1437,0,0.66,Full-Time,603
USCUST102217,28,Male,Texas,High School,36044,7688,793,1,1.24,Part-Time,364
USCUST102218,49,Male,California,Doctorate,65904,13379,1396,2,1.25,Full-Time,360
USCUST102219,73,Female,Ohio,Associate Degree,77189,15644,1163,2,0.89,Retired,479
USCUST102220,52,Male,New York,Associate Degree,63847,19860,1250,1,0.76,Full-Time,537
USCUST102221,71,Female,Florida,High School,83035,17820,1769,1,1.19,Retired,425
USCUST102222,64,Female,North Carolina,Associate Degree,81275,16864,1612,3,1.15,Full-Time,377
USCUST102223,38,Female,Illinois,Bachelor’s Degree,40976,10717,598,1,0.67,Part-Time,540
USCUST102224,26,Female,California,Associate Degree,35435,9404,918,2,1.17,Part-Time,354
USCUST102225,38,Male,Georgia,High School,39489,11986,662,3,0.66,Part-Time,480
USCUST102226,39,Male,Texas,Master’s Degree,45847,11672,717,2,0.74,Full-Time,494
USCUST102227,42,Male,Illinois,High School,52224,13706,1096,3,0.96,Full-Time,404
USCUST102228,57,Male,Illinois,Master’s Degree,64487,15782,1258,1,0.96,Full-Time,477
USCUST102229,52,Male,Texas,Associate Degree,58014,10720,1354,2,1.52,Full-Time,300
USCUST102230,61,Male,California,Bachelor’s Degree,74555,17894,1824,0,1.22,Full-Time,437
USCUST102231,23,Female,Texas,Associate Degree,27778,7031,662,2,1.13,Part-Time,358
USCUST102232,48,Male,California,Bachelor’s Degree,57628,13128,1200,4,1.1,Full-Time,338
USCUST102233,30,Male,New York,Master’s Degree,38576,6626,892,1,1.62,Part-Time,300
USCUST102234,71,Female,Michigan,Doctorate,82399,15923,1181,1,0.89,Retired,515
USCUST102235,55,Male,Florida,Associate Degree,67757,16805,1720,2,1.23,Full-Time,369
USCUST102236,49,Female,North Carolina,Bachelor’s Degree,56317,16705,1078,0,0.77,Full-Time,554
USCUST102237,74,Male,Illinois,Bachelor’s Degree,82514,27569,2396,1,1.04,Retired,469
USCUST102238,35,Male,Pennsylvania,Doctorate,41003,9873,1046,5,1.27,Part-Time,300
USCUST102239,53,Female,Texas,Master’s Degree,60956,13054,1219,0,1.12,Full-Time,454
USCUST102240,27,Male,New York,Associate Degree,31188,7216,652,3,1.08,Part-Time,345
USCUST102241,32,Male,Illinois,Bachelor’s Degree,42129,8328,1085,2,1.56,Part-Time,300
USCUST102242,69,Female,North Carolina,High School,81046,23453,925,2,0.47,Retired,609
USCUST102243,50,Male,California,Master’s Degree,56685,20229,1143,0,0.68,Full-Time,583
USCUST102244,41,Male,Illinois,Master’s Degree,49315,10621,1377,3,1.56,Full-Time,300
USCUST102245,51,Male,California,Doctorate,61731,11753,1503,2,1.53,Full-Time,300
USCUST102246,44,Male,Florida,Bachelor’s Degree,47577,14288,825,3,0.69,Full-Time,479
USCUST102247,40,Female,Pennsylvania,Bachelor’s Degree,46806,12445,1036,3,1.0,Full-Time,387
USCUST102248,57,Female,Ohio,Associate Degree,66469,17730,1114,0,0.75,Full-Time,570
USCUST102249,24,Female,California,Bachelor’s Degree,28386,9350,550,4,0.71,Part-Time,426
USCUST102250,48,Female,Texas,Associate Degree,61082,11097,1357,0,1.47,Full-Time,350
USCUST102251,64,Female,Florida,Bachelor’s Degree,77674,14003,1783,3,1.53,Full-Time,300
USCUST102252,40,Male,Michigan,High School,52911,12799,1263,2,1.18,Full-Time,367
USCUST102253,44,Male,New York,High School,52748,13354,1370,2,1.23,Full-Time,353
USCUST102254,70,Female,Florida,Bachelor’s Degree,96432,22396,1529,1,0.82,Retired,550
USCUST102255,69,Female,Florida,Master’s Degree,79620,29701,1666,0,0.67,Retired,607
USCUST102256,71,Male,California,Bachelor’s Degree,79736,18697,1378,0,0.88,Retired,544
USCUST102257,52,Female,Georgia,Bachelor’s Degree,65245,14514,1250,3,1.03,Full-Time,395
USCUST102258,61,Female,Texas,Master’s Degree,81520,20886,1442,2,0.83,Full-Time,502
USCUST102259,56,Male,Ohio,Associate Degree,59478,17756,1362,1,0.92,Full-Time,483
USCUST102260,73,Male,Florida,High School,86161,18415,2173,3,1.42,Retired,301
USCUST102261,54,Female,Pennsylvania,Master’s Degree,61501,14923,1564,2,1.26,Full-Time,354
USCUST102262,56,Female,California,Master’s Degree,67999,20397,1103,0,0.65,Full-Time,603
USCUST102263,22,Male,North Carolina,Associate Degree,26422,7999,536,2,0.8,Part-Time,455
USCUST102264,35,Female,Texas,High School,46708,12185,752,2,0.74,Full-Time,494
USCUST102265,54,Female,Pennsylvania,Master’s Degree,64214,23818,1025,3,0.52,Full-Time,549
USCUST102266,56,Male,Georgia,Bachelor’s Degree,74898,26141,1353,3,0.62,Full-Time,528
USCUST102267,26,Female,Illinois,High School,30380,5459,676,1,1.49,Part-Time,300
USCUST102268,59,Female,New York,High School,76266,12614,1753,2,1.67,Full-Time,300
USCUST102269,62,Female,Michigan,Doctorate,75817,21970,1786,3,0.98,Full-Time,423
USCUST102270,71,Male,New York,High School,97482,31025,2271,1,0.88,Retired,533
USCUST102271,71,Male,Michigan,Associate Degree,74713,17838,1292,2,0.87,Retired,483
USCUST102272,74,Male,Texas,Bachelor’s Degree,80187,18033,2065,3,1.37,Retired,307
USCUST102273,32,Female,Florida,High School,44261,9249,1070,2,1.39,Part-Time,300
USCUST102274,23,Female,California,High School,25913,4964,495,1,1.2,Part-Time,366
USCUST102275,65,Female,California,Associate Degree,73646,22595,1419,1,0.75,Full-Time,547
USCUST102276,38,Male,New York,Associate Degree,42272,9762,764,3,0.94,Part-Time,400
USCUST102277,60,Female,California,Master’s Degree,78890,20912,1218,0,0.7,Full-Time,599
USCUST102278,41,Male,Michigan,Bachelor’s Degree,44060,6992,1040,2,1.78,Part-Time,300
USCUST102279,35,Female,Ohio,Associate Degree,42078,12628,1020,2,0.97,Part-Time,421
USCUST102280,53,Female,California,Associate Degree,62192,17375,1055,1,0.73,Full-Time,543
USCUST102281,55,Male,Texas,High School,71700,13104,1125,2,1.03,Full-Time,432
USCUST102282,46,Female,Pennsylvania,High School,52607,13833,890,1,0.77,Full-Time,520
USCUST102283,28,Female,Florida,Bachelor’s Degree,34762,8698,740,1,1.02,Part-Time,428
USCUST102284,56,Male,Georgia,High School,60641,13795,914,2,0.8,Full-Time,492
USCUST102285,68,Female,Illinois,Bachelor’s Degree,97062,10177,2478,4,2.5,Retired,300
USCUST102286,50,Female,Pennsylvania,Master’s Degree,58802,12759,1486,0,1.4,Full-Time,369
USCUST102287,43,Female,Pennsylvania,Associate Degree,51637,13690,1167,1,1.02,Full-Time,444
USCUST102288,62,Female,Pennsylvania,Associate Degree,84659,18842,2049,0,1.3,Full-Time,423
USCUST102289,64,Male,Texas,Master’s Degree,73045,17451,1539,1,1.06,Full-Time,455
USCUST102290,34,Female,New York,Master’s Degree,46469,15094,1058,4,0.84,Full-Time,404
USCUST102291,34,Male,California,Master’s Degree,39400,9697,607,3,0.75,Part-Time,454
USCUST102292,22,Female,Illinois,Bachelor’s Degree,27877,4046,742,2,2.2,Part-Time,300
USCUST102293,57,Female,Florida,Doctorate,65135,15681,1224,0,0.94,Full-Time,514
USCUST102294,25,Female,Ohio,Master’s Degree,26609,6784,540,1,0.96,Part-Time,440
USCUST102295,58,Male,Texas,Associate Degree,72004,15029,2246,2,1.79,Full-Time,300
USCUST102296,65,Female,Florida,Bachelor’s Degree,82159,23558,1636,2,0.83,Full-Time,502
USCUST102297,61,Female,Texas,High School,65173,11528,1558,3,1.62,Full-Time,300
USCUST102298,74,Male,Pennsylvania,Bachelor’s Degree,86527,21035,1988,0,1.13,Retired,476
USCUST102299,67,Male,North Carolina,Associate Degree,88445,15593,1351,0,1.04,Retired,506
USCUST102300,34,Female,Georgia,Associate Degree,42840,10076,714,1,0.85,Part-Time,487
USCUST102301,59,Male,Michigan,High School,68468,19541,2007,2,1.23,Full-Time,368
USCUST102302,45,Male,Michigan,Associate Degree,51311,12412,1192,2,1.15,Full-Time,375
USCUST102303,40,Female,Georgia,Bachelor’s Degree,55792,13334,1158,2,1.04,Full-Time,413
USCUST102304,22,Male,New York,Bachelor’s Degree,23216,5836,431,1,0.89,Unemployed,457
USCUST102305,59,Female,Texas,Associate Degree,70450,17886,1561,1,1.05,Full-Time,456
USCUST102306,26,Male,Florida,Master’s Degree,27391,7797,618,1,0.95,Part-Time,442
USCUST102307,37,Male,Michigan,Bachelor’s Degree,49264,14039,1072,2,0.92,Full-Time,444
USCUST102308,45,Female,Florida,Bachelor’s Degree,53967,17327,1364,1,0.94,Full-Time,470
USCUST102309,48,Female,Texas,Associate Degree,58455,15103,1006,1,0.8,Full-Time,518
USCUST102310,22,Female,Michigan,Master’s Degree,32491,5424,541,3,1.2,Part-Time,313
USCUST102311,55,Male,Florida,Bachelor’s Degree,62735,18374,1579,3,1.03,Full-Time,393
USCUST102312,57,Female,Ohio,Master’s Degree,78366,24880,2322,1,1.12,Full-Time,442
USCUST102313,25,Female,Georgia,High School,29023,10828,706,1,0.78,Part-Time,494
USCUST102314,21,Female,Georgia,Associate Degree,24709,7970,648,2,0.98,Unemployed,402
USCUST102315,60,Male,Georgia,High School,87829,19804,1802,0,1.09,Full-Time,490
USCUST102316,32,Female,Georgia,High School,37884,9825,831,3,1.01,Part-Time,373
USCUST102317,56,Female,Pennsylvania,Associate Degree,59503,14070,1302,5,1.11,Full-Time,306
USCUST102318,65,Male,Florida,Master’s Degree,79832,18335,1644,1,1.08,Full-Time,457
USCUST102319,43,Female,Pennsylvania,Bachelor’s Degree,50857,12425,1358,4,1.31,Full-Time,300
USCUST102320,67,Female,Georgia,Associate Degree,82859,26041,2111,3,0.97,Retired,431
USCUST102321,51,Female,New York,Bachelor’s Degree,60518,10320,1160,1,1.35,Full-Time,355
USCUST102322,31,Female,New York,High School,44068,8807,615,1,0.84,Part-Time,492
USCUST102323,30,Male,New York,Associate Degree,37670,11714,774,2,0.79,Part-Time,469
USCUST102324,23,Female,Illinois,Bachelor’s Degree,25127,8108,402,8,0.59,Part-Time,336
USCUST102325,74,Female,California,Bachelor’s Degree,89721,19471,1878,0,1.16,Retired,472
USCUST102326,34,Female,Georgia,Bachelor’s Degree,38081,12663,622,0,0.59,Part-Time,591
USCUST102327,36,Female,California,High School,42308,12641,1102,4,1.05,Part-Time,338
USCUST102328,30,Female,California,Associate Degree,33268,7871,787,2,1.2,Part-Time,343
USCUST102329,49,Male,Texas,Master’s Degree,69124,8864,1630,2,2.21,Full-Time,300
USCUST102330,30,Female,Illinois,Doctorate,33925,5651,858,4,1.82,Part-Time,300
USCUST102331,32,Female,New York,Associate Degree,40600,8813,911,2,1.24,Part-Time,338
USCUST102332,50,Female,New York,Bachelor’s Degree,58382,16813,1349,1,0.96,Full-Time,469
USCUST102333,61,Male,Michigan,High School,66133,19056,1773,1,1.12,Full-Time,431
USCUST102334,21,Female,North Carolina,Associate Degree,25615,5806,519,3,1.07,Part-Time,343
USCUST102335,25,Male,North Carolina,Master’s Degree,31001,7391,724,2,1.18,Part-Time,348
USCUST102336,40,Female,Illinois,Bachelor’s Degree,50234,12476,826,4,0.79,Full-Time,421
USCUST102337,28,Female,North Carolina,Master’s Degree,26257,6277,555,3,1.06,Part-Time,347
USCUST102338,63,Male,Georgia,Bachelor’s Degree,67820,17509,2051,1,1.41,Full-Time,346
USCUST102339,32,Female,Michigan,Bachelor’s Degree,41464,10303,1004,3,1.17,Part-Time,330
USCUST102340,21,Female,California,High School,23260,3867,476,2,1.48,Unemployed,300
USCUST102341,74,Male,California,Bachelor’s Degree,90301,21638,1980,0,1.1,Retired,490
USCUST102342,40,Female,Texas,Doctorate,42967,10693,891,1,1.0,Part-Time,442
USCUST102343,48,Female,North Carolina,Bachelor’s Degree,61111,18302,1332,2,0.87,Full-Time,469
USCUST102344,63,Female,Pennsylvania,High School,81466,16980,1561,5,1.1,Full-Time,330
USCUST102345,57,Male,Florida,Doctorate,72571,18882,1661,0,1.06,Full-Time,485
USCUST102346,67,Male,Illinois,Associate Degree,87318,24286,2012,2,0.99,Retired,459
USCUST102347,57,Female,Georgia,Associate Degree,77314,18755,1612,2,1.03,Full-Time,437
USCUST102348,32,Female,North Carolina,High School,34642,5621,741,5,1.58,Part-Time,300
USCUST102349,57,Male,Ohio,High School,63904,19203,1422,3,0.89,Full-Time,437
USCUST102350,69,Female,Ohio,High School,88993,25572,1658,2,0.78,Retired,525
USCUST102351,69,Female,New York,Bachelor’s Degree,90598,23685,2070,1,1.05,Retired,475
USCUST102352,64,Male,Florida,Bachelor’s Degree,72484,18267,1745,1,1.15,Full-Time,428
USCUST102353,48,Male,North Carolina,Bachelor’s Degree,54029,8694,1455,1,2.01,Full-Time,300
USCUST102354,67,Male,Georgia,Bachelor’s Degree,76030,21952,1684,1,0.92,Retired,499
USCUST102355,35,Female,Ohio,Bachelor’s Degree,36382,11799,673,2,0.68,Part-Time,501
USCUST102356,26,Female,California,Master’s Degree,27894,5420,569,6,1.26,Part-Time,300
USCUST102357,64,Male,California,Master’s Degree,68817,21832,1105,0,0.61,Full-Time,616
USCUST102358,40,Female,California,Associate Degree,46823,14354,1117,2,0.93,Full-Time,436
USCUST102359,70,Female,Illinois,High School,85895,16564,1052,1,0.76,Retired,557
USCUST102360,34,Female,Illinois,Associate Degree,42273,9735,1061,1,1.31,Part-Time,349
USCUST102361,22,Female,Michigan,High School,25281,4556,647,4,1.7,Part-Time,300
USCUST102362,29,Male,Ohio,Master’s Degree,33396,8240,300,4,0.44,Part-Time,512
USCUST102363,57,Female,New York,High School,69104,18825,1806,0,1.15,Full-Time,453
USCUST102364,40,Male,Texas,Bachelor’s Degree,42015,7729,1055,1,1.64,Part-Time,300
USCUST102365,46,Female,North Carolina,High School,59613,16053,1169,1,0.87,Full-Time,497
USCUST102366,49,Male,Florida,Bachelor’s Degree,65098,18354,1032,3,0.67,Full-Time,502
USCUST102367,21,Male,Pennsylvania,High School,23886,6751,414,2,0.74,Unemployed,473
USCUST102368,55,Female,Illinois,Master’s Degree,63808,17402,1127,2,0.78,Full-Time,500
USCUST102369,26,Male,California,Doctorate,34432,6493,906,3,1.67,Part-Time,300
USCUST102370,57,Female,California,Associate Degree,67698,16513,1283,0,0.93,Full-Time,517
USCUST102371,73,Female,Florida,Associate Degree,91894,24592,2261,3,1.1,Retired,400
USCUST102372,25,Male,New York,Associate Degree,29769,9616,604,2,0.75,Part-Time,473
USCUST102373,53,Male,Pennsylvania,Bachelor’s Degree,71848,17970,1513,2,1.01,Full-Time,438
USCUST102374,69,Male,Pennsylvania,High School,86181,23378,1231,0,0.63,Retired,626
USCUST102375,71,Male,Michigan,Master’s Degree,89088,18120,1430,4,0.95,Retired,414
USCUST102376,34,Female,North Carolina,High School,42725,8214,1120,3,1.64,Part-Time,300
USCUST102377,32,Female,Illinois,High School,36623,6806,739,3,1.3,Part-Time,300
USCUST102378,62,Male,Illinois,Bachelor’s Degree,71527,16378,1579,1,1.16,Full-Time,424
USCUST102379,40,Male,Pennsylvania,High School,51076,18035,1448,0,0.96,Full-Time,492
USCUST102380,73,Male,California,Bachelor’s Degree,88522,20350,1797,0,1.06,Retired,500
USCUST102381,70,Female,Michigan,High School,75756,20320,1520,3,0.9,Retired,446
USCUST102382,44,Male,Illinois,Master’s Degree,61041,16960,1578,0,1.12,Full-Time,456
USCUST102383,63,Female,North Carolina,Bachelor’s Degree,81761,15978,1707,0,1.28,Full-Time,427
USCUST102384,54,Female,Michigan,Bachelor’s Degree,65003,14836,1440,0,1.16,Full-Time,445
USCUST102385,45,Male,Illinois,High School,52769,14839,1318,4,1.07,Full-Time,343
USCUST102386,70,Female,California,High School,85390,23176,1778,0,0.92,Retired,539
USCUST102387,49,Female,Illinois,Bachelor’s Degree,61335,9218,1479,2,1.93,Full-Time,300
USCUST102388,59,Female,Pennsylvania,Associate Degree,58805,16448,1196,0,0.87,Full-Time,527
USCUST102389,51,Male,Georgia,Associate Degree,71972,16010,1793,2,1.34,Full-Time,338
USCUST102390,67,Male,California,Bachelor’s Degree,75107,16805,1696,1,1.21,Retired,411
USCUST102391,63,Female,Florida,High School,75587,20426,1503,1,0.88,Full-Time,510
USCUST102392,70,Male,North Carolina,Master’s Degree,84244,27475,1781,0,0.78,Retired,580
USCUST102393,43,Female,Michigan,Master’s Degree,60186,14443,640,1,0.53,Full-Time,600
USCUST102394,64,Male,Texas,Associate Degree,76236,23553,1967,2,1.0,Full-Time,445
USCUST102395,58,Female,North Carolina,Master’s Degree,78813,14025,1229,2,1.05,Full-Time,433
USCUST102396,40,Male,Texas,Master’s Degree,49626,12730,812,2,0.77,Full-Time,489
USCUST102397,43,Male,Georgia,High School,47463,10581,902,2,1.02,Full-Time,410
USCUST102398,65,Female,New York,High School,78875,20830,1053,2,0.61,Full-Time,566
USCUST102399,72,Male,Michigan,Bachelor’s Degree,85546,20119,1948,0,1.16,Retired,466
USCUST102400,36,Female,Ohio,Bachelor’s Degree,39297,7189,877,2,1.46,Part-Time,300
USCUST102401,70,Male,Florida,Associate Degree,86504,17787,1626,2,1.1,Retired,427
USCUST102402,62,Male,New York,Associate Degree,74537,12510,1342,2,1.29,Full-Time,358
USCUST102403,28,Male,Texas,Associate Degree,35157,6491,630,2,1.16,Part-Time,355
USCUST102404,70,Male,Pennsylvania,Bachelor’s Degree,85353,23388,1996,2,1.02,Retired,448
USCUST102405,41,Female,North Carolina,High School,46530,11048,660,2,0.72,Full-Time,501
USCUST102406,21,Female,Ohio,Bachelor’s Degree,26813,7012,512,4,0.88,Part-Time,373
USCUST102407,28,Female,Georgia,Master’s Degree,31851,10854,460,2,0.51,Part-Time,549
USCUST102408,49,Female,Georgia,Master’s Degree,43611,10257,1048,1,1.23,Part-Time,375
USCUST102409,52,Male,Michigan,High School,63068,17767,1225,1,0.83,Full-Time,514
USCUST102410,58,Male,Ohio,High School,66386,16689,1534,0,1.1,Full-Time,465
USCUST102411,25,Female,Texas,Bachelor’s Degree,30955,12014,806,4,0.81,Part-Time,399
USCUST102412,67,Female,Georgia,Doctorate,93792,9296,2448,1,2.5,Retired,300
USCUST102413,42,Female,New York,Master’s Degree,58916,12614,976,2,0.93,Full-Time,450
USCUST102414,67,Female,Michigan,Bachelor’s Degree,79293,22416,1754,0,0.94,Retired,527
USCUST102415,54,Male,Florida,High School,60336,12812,1538,1,1.44,Full-Time,328
USCUST102416,21,Female,New York,Bachelor’s Degree,26427,7354,627,2,1.02,Part-Time,389
USCUST102417,46,Male,Texas,Master’s Degree,53496,13213,1291,5,1.17,Full-Time,300
USCUST102418,63,Male,Pennsylvania,Master’s Degree,78068,22893,1046,0,0.55,Full-Time,643
USCUST102419,30,Male,California,Bachelor’s Degree,34017,6578,805,2,1.47,Part-Time,300
USCUST102420,50,Male,Michigan,Bachelor’s Degree,61253,15842,1073,3,0.81,Full-Time,457
USCUST102421,70,Male,New York,Bachelor’s Degree,78316,21403,1848,2,1.04,Retired,437
USCUST102422,38,Male,New York,Master’s Degree,50100,12855,1177,1,1.1,Full-Time,420
USCUST102423,37,Male,California,Bachelor’s Degree,42217,10869,983,2,1.09,Part-Time,386
USCUST102424,46,Female,Texas,Associate Degree,58241,18061,1186,3,0.79,Full-Time,461
USCUST102425,28,Female,Florida,Bachelor’s Degree,30058,4989,791,2,1.9,Part-Time,300
USCUST102426,67,Male,New York,Master’s Degree,85633,21943,1966,2,1.08,Retired,433
USCUST102427,60,Female,New York,Bachelor’s Degree,66201,12547,1467,4,1.4,Full-Time,300
USCUST102428,69,Male,California,Bachelor’s Degree,84602,24355,1433,2,0.71,Retired,542
USCUST102429,32,Female,New York,Bachelor’s Degree,41674,8672,936,2,1.3,Part-Time,323
USCUST102430,47,Female,Georgia,Bachelor’s Degree,55460,7008,1612,2,2.5,Full-Time,300
USCUST102431,28,Female,Florida,High School,30718,8879,462,1,0.62,Part-Time,543
USCUST102432,45,Female,New York,Bachelor’s Degree,56235,13304,1342,0,1.21,Full-Time,423
USCUST102433,66,Female,New York,Associate Degree,73649,19725,1797,1,1.09,Retired,445
USCUST102434,24,Female,Illinois,Master’s Degree,27829,8942,779,1,1.05,Part-Time,414
USCUST102435,53,Female,New York,Doctorate,65006,17458,1550,1,1.07,Full-Time,445
USCUST102436,21,Female,Pennsylvania,Associate Degree,28057,7251,585,2,0.97,Part-Time,407
USCUST102437,39,Male,Michigan,Doctorate,46903,11614,1059,2,1.09,Full-Time,388
USCUST102438,51,Male,California,Associate Degree,61316,11811,1208,1,1.23,Full-Time,393
USCUST102439,36,Male,Texas,Bachelor’s Degree,45855,10970,1188,7,1.3,Full-Time,300
USCUST102440,34,Female,Texas,High School,40971,14286,589,5,0.49,Part-Time,472
USCUST102441,73,Male,Florida,High School,92239,21329,1734,2,0.98,Retired,469
USCUST102442,68,Male,California,Master’s Degree,88934,21539,2018,3,1.12,Retired,391
USCUST102443,25,Female,Florida,Master’s Degree,29180,9129,750,3,0.99,Part-Time,373
USCUST102444,61,Male,North Carolina,Bachelor’s Degree,53222,9203,1105,2,1.44,Full-Time,300
USCUST102445,46,Male,California,Associate Degree,51437,14454,903,0,0.75,Full-Time,556
USCUST102446,48,Female,New York,Bachelor’s Degree,63401,10813,1265,4,1.4,Full-Time,300
USCUST102447,22,Female,Ohio,Master’s Degree,26325,7106,508,2,0.86,Part-Time,438
USCUST102448,70,Male,Texas,High School,81626,20315,1591,1,0.94,Retired,499
USCUST102449,26,Female,California,Associate Degree,34233,9606,651,3,0.81,Part-Time,430
USCUST102450,29,Female,Pennsylvania,Master’s Degree,34506,6879,656,2,1.14,Part-Time,361
USCUST102451,53,Male,California,Master’s Degree,52509,11722,718,0,0.74,Full-Time,562
USCUST102452,61,Female,Georgia,High School,64017,18129,1413,0,0.94,Full-Time,513
USCUST102453,45,Male,California,Master’s Degree,55883,12546,1321,1,1.26,Full-Time,376
USCUST102454,68,Female,Illinois,Bachelor’s Degree,81145,23351,2197,0,1.13,Retired,472
USCUST102455,33,Female,Ohio,High School,44400,11564,1084,2,1.12,Part-Time,376
USCUST102456,29,Male,Texas,Master’s Degree,32673,7440,790,0,1.27,Part-Time,380
USCUST102457,73,Female,California,Bachelor’s Degree,85340,19989,1883,0,1.13,Retired,476
USCUST102458,33,Female,Texas,High School,36681,9176,494,3,0.65,Part-Time,482
USCUST102459,51,Male,North Carolina,Bachelor’s Degree,58544,13991,1288,2,1.1,Full-Time,397
USCUST102460,61,Female,Ohio,Master’s Degree,61659,17666,1313,2,0.89,Full-Time,464
USCUST102461,31,Female,Texas,High School,36004,8332,904,2,1.3,Part-Time,315
USCUST102462,24,Female,Ohio,Bachelor’s Degree,28675,6347,665,3,1.26,Part-Time,300
USCUST102463,54,Female,Ohio,High School,64063,18931,1299,1,0.82,Full-Time,517
USCUST102464,58,Male,Michigan,Associate Degree,82067,18784,2379,1,1.52,Full-Time,326
